fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,05,BIHAR,0515,MUZAFFARPUR,1366076,418.061546757287,16,16,0,893,53,29872,413743,70905,68279,2850,4001,0,1729.7003854,24851,28912,295929,372390,0,891407,1148316,30765,1729.7003854,220526,65,56.5,60.67,100,NA
2025-2026,April,05,BIHAR,0516,VAISHALI,1117361,342.581398454717,14,15,0,3047,38,41048,188315,29148,58696,1637,1705,0,645.1321605,13071,13474,252105,263778,0,797881,825805,44095,645.1321605,116775,84,51.26,46.51,100,NA
2025-2026,April,05,BIHAR,0523,PURNIA,660458,361.721159961577,14,13,0,1517,12,32828,344589,24303,41609,3085,8407,0,1246.4513279,23207,25800,240708,321424,0,646489,881092,34345,1246.4513279,219823,84,36.1,49.4,100,NA
2025-2026,April,05,BIHAR,0524,KATIHAR,1096498,323.22407239572,15,33,0,789,9,35452,476216,61705,50274,26551,18849,0,1539.2447486,31612,36216,299776,385481,0,677118,907704,36241,1539.2447486,290347,76,58.02,68.28,100,NA
2025-2026,April,05,BIHAR,0543,SHEOHAR,184334,376.483926045016,16,0,0.06195,263,0,10363,46650,4126,13526,8,78,0,175.6917015,2854,3433,63661,89896,0,158419,211377,10626,175.6297515,26116,68,22.68,28.8,100,NA
2025-2026,April,05,BIHAR,0547,Sheikhpura ,258426,266.371368885676,11,22,0,197,5,6228,52561,5293,13775,498,286,0,140.0074552,4566,4692,57728,64448,0,139541,152088,6425,140.0074552,31027,49,15.01,39.89,100.02,NA
2025-2026,April,05,BIHAR,0548,BUXAR ,730603,409.52622940599,14,4,3.74856,797,8,15256,75386,10485,39589,1491,5175,0,312.4740033,5281,5767,137696,150154,0,329840,357435,16053,308.7254433,39781,66,18.86,22,100,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,326.575337915272,13,22,0.42124,1528,2,28231,308021,45762,41001,2393,2219,0,1006.3418616,22083,23124,169893,193034,0,615044,855152,29759,1005.9206216,148554,77,42.67,62.48,100,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,367.789796783018,12,44,0,3155,23,55761,577560,77922,93239,6728,9079,0,2124.2067503,45444,47332,426448,518716,0,1184904,1503520,58916,2124.2067503,359784,62,35.35,40.69,100.02,NA
2025-2026,May,05,BIHAR,0515,MUZAFFARPUR,3205366,384.194360970044,16,17,0,900,53,30038,501338,85940,68382,4030,4016,0,1926.1123254,29938,34651,296400,372973,0,893556,1150858,30938,1926.1123254,269138,65,55.26,63.14,100,NA
2025-2026,May,05,BIHAR,0517,BEGUSARAI,1079494,395.398874330926,12,7,1.85073,1326,41,33210,239884,16124,27674,228,312,0,950.3493657,18804,19591,157119,196647,0,591284,746407,34536,948.4986357,163876,77,21.13,24.59,100.1,NA
2025-2026,May,05,BIHAR,0525,KHAGARIA,552724,306.141851908233,11,2,1.19904,515,0,14635,111674,15443,19596,825,405,0,343.0798917,9660,9805,92865,103152,0,363242,437189,15150,341.8808517,72670,79,15.43,17.81,100,NA
2025-2026,May,05,BIHAR,0544,SUPAUL,1273007,349.725552874981,15,9,1.39547,586,10,22703,254506,31837,63978,1305,1636,0,891.4679856,16051,19578,169574,252390,0,527622,783118,23289,890.0725156,156217,77,17.55,28.57,100,NA
2025-2026,May,05,BIHAR,0550,JAMUI,3037736,288.938762361891,13,4,0,1204,7,20763,110420,15018,71414,2025,17006,0,319.0461814,8048,8898,237945,317241,0,452828,618017,21967,319.0461814,62718,65,35.73,45.79,100,NA
2025-2026,April,05,BIHAR,0516,VAISHALI,1117361,365.419398284621,14,9,0,3043,49,39557,127552,19920,58621,1049,1701,0,466.0997509,8830,9135,250873,262458,0,785725,813591,42600,466.0997509,80647,83,53.82,47.41,100,NA
2025-2026,April,05,BIHAR,0517,BEGUSARAI,505498,506.62425951271,11,6,1.85073,1156,41,30854,140286,10737,27573,190,312,0,712.5736387,12267,12749,154847,193767,0,581746,735049,32010,710.7229087,92500,76,23.35,28,100,NA
2025-2026,April,05,BIHAR,0525,KHAGARIA,279740,315.61818027835,11,1,1.19904,417,1,13978,70846,9479,19543,526,406,0,224.801896,6268,6351,92050,102255,0,355881,429674,14395,223.602856,46338,78,16.21,15.93,100,NA
2025-2026,April,05,BIHAR,0527,BHAGALPUR,773597,609.308509218038,10,24,0,561,6,26115,192503,27313,34834,10972,8645,0,1172.9371595,17650,19285,178415,222178,0,511101,715972,26676,1172.9371595,108797,77,44.87,54.82,100,NA
2025-2026,April,05,BIHAR,0543,SHEOHAR,184334,367.539857527451,15,0,0.06195,252,0,9936,33059,3547,13503,8,78,0,121.5669515,2137,2528,63365,89428,0,156212,208747,10188,121.5050015,18264,67,26.14,31.86,100,NA
2025-2026,April,05,BIHAR,0551,ARWAL,277864,572.301403524105,12,11,0,457,3,7337,57206,6076,14173,215,575,0,327.3907409,4603,4986,80311,92963,0,182706,209518,7794,327.3907409,31340,56,39.63,46.64,100,NA
2025-2026,April,05,BIHAR,0501,PATNA,768709,441.329342010523,12,32,0,1157,24,26390,198605,23545,41233,720,1107,0,876.502139699999,15900,16388,202047,224223,0,719515,792505,27547,876.502139699999,108611,52,38.41,55.27,100,NA
2025-2026,April,05,BIHAR,0507,GAYA,1693541,489.562971475561,11,31,0,1006,13,51196,560607,126006,161031,5112,3910,0,2744.5242875,48022,49374,430810,479907,0,1063481,1353000,52202,2744.5242875,315941,35,50.8,81.02,100,NA
2025-2026,April,05,BIHAR,0508,NAWADA,1083462,366.559819858879,12,144,0,862,8,24547,302152,91813,91101,1750,2810,0,1107.5678269,23476,23862,289850,304173,0,651903,680334,25409,1107.5678269,175386,53,35.42,54.79,100,NA
2025-2026,April,05,BIHAR,0517,BEGUSARAI,505498,430.636552748885,12,6,1.85073,1203,41,32298,194497,13698,27635,220,312,0,839.425906,15520,16146,156240,195492,0,586552,740883,33501,837.575176,134060,77,19.25,23.5,100.04,NA
2025-2026,April,05,BIHAR,0521,SAHARSA,1729309,418.527511469168,13,7,3.76252,544,8,24065,224297,25600,49411,326,967,0,942.5071724,16746,18819,272829,338989,0,508689,634005,24609,938.7446524,128972,84,35.7,80.69,100,NA
2025-2026,April,05,BIHAR,0523,PURNIA,660458,362.816777920123,14,13,0,1485,16,32500,312230,22996,41597,2859,8401,0,1132.8228257,21126,23442,240343,320846,0,644426,877741,33985,1132.8228257,198569,84,36.84,50.55,100,NA
2025-2026,April,05,BIHAR,0526,MUNGER,763620,279.668040429421,12,152,0,595,6,13246,229239,24275,17731,8588,3965,0,641.1082192,17910,19023,127527,149673,0,240872,282699,13841,641.1082192,121971,53,53.59,71.14,100,NA
2025-2026,April,05,BIHAR,0542,KISHANGANJ,850285,254.615188948281,15,29,0.1424,589,0,22213,279124,15696,20855,4041,7017,0,710.8345,18434,20154,191346,228775,0,366120,468500,22802,710.6921,193714,71,5.79,25.72,100,NA
2025-2026,April,05,BIHAR,0543,SHEOHAR,184334,360.34340808063,16,0,0.06195,263,0,10306,45442,4015,13522,8,78,0,163.8092015,2777,3349,63617,89817,0,157703,210522,10569,163.7472515,25286,68,23.24,28.46,100,NA
2025-2026,April,05,BIHAR,0550,JAMUI,1092882,281.913140836638,13,3,0,1174,9,20726,88521,10485,71359,1645,17002,0,249.5523314,6336,7013,237770,316993,0,451331,615915,21900,249.5523314,51571,64,33.89,40.72,100,NA
2025-2026,April,05,BIHAR,0509,SARAN,1032347,318.192997600379,12,39,0,1031,13,35976,591760,71061,38184,8696,4438,0,1882.9388826,46509,46610,271053,274870,0,693236,721246,37007,1882.9388826,362484,74,32.26,66.84,100,NA
2025-2026,April,05,BIHAR,0511,GOPALGANJ,600651,339.921543071055,13,18,0,719,7,17284,212103,25767,20543,9064,6050,0,720.9837905,15798,16507,116931,139512,0,329443,386792,18003,720.9837905,118703,40,40.17,61.25,100,NA
2025-2026,April,05,BIHAR,0513,PURBI CHAMPARAN,1594450,402.654590711821,12,38,0,2634,28,53663,458992,66086,93124,5671,9065,0.41035,1848.562709,37489,39108,424670,516333,0,1176943,1492675,56297,1848.152359,285461,61,33.26,38.55,100.02,NA
2025-2026,April,05,BIHAR,0514,SITAMARHI,955841,453.811658918216,13,6,0,1070,42,37477,160032,35975,86578,964,2672,0,726.243874,11452,12164,253235,306188,0,771267,958760,38547,726.243874,95612,75,50.31,55.4,100,NA
2025-2026,April,05,BIHAR,0519,DARBHANGA,1054989,643.07284000282,12,82,0.0189,1253,44,34916,226954,37238,67671,1628,926,0,1459.4984333,17918,18528,297398,336725,0,886037,981758,36169,1459.4795333,143957,66,29.97,43.12,100,NA
2025-2026,April,05,BIHAR,0521,SAHARSA,1729309,543.035341924942,13,6,3.76252,544,9,23852,167683,18307,49294,206,965,0,914.3404724,12553,14040,272451,338497,0,507163,631812,24396,910.5779524,97179,84,32.82,77.29,100,NA
2025-2026,April,05,BIHAR,0523,PURNIA,660458,383.763538194671,14,13,0,1420,17,32249,276138,20185,41570,2326,8387,0,1059.7169591,18778,20828,239991,320359,0,642754,874903,33669,1059.7169591,175802,84,35.52,48.6,100,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,322.851223508156,13,21,0.42124,1509,2,27842,293345,43932,40988,2281,2218,0,947.4891616,21109,22076,169505,192617,0,615022,855127,29351,947.0679216,140645,76,42.5,62.58,100,NA
2025-2026,May,05,BIHAR,0506,JEHANABAD,1917250,257.597363653876,17,48,0.02065,584,6,8333,295883,93979,41272,1584,1016,0,762.207457499999,17346,20318,97940,131379,0,226304,303927,8917,762.186807499999,156153,48,34,85.44,100,NA
2025-2026,May,05,BIHAR,0508,NAWADA,2638512,297.738965139007,13,155,0,867,7,24647,455839,128124,91471,2608,2816,0,1357.2103213,33881,34535,290991,305332,0,653642,682092,25514,1357.2103213,260422,53,36.21,55.65,100,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,454.832147921219,13,26,0,1188,13,33179,296063,26027,34363,14793,27792,0,1346.5897021,21192,23723,266828,343575,0,797698,1002615,34367,1346.5897021,160882,49,40.62,46.53,100.01,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,377.128578017688,12,44,0,3118,24,54882,543537,75378,93216,6443,9072,0,2049.8333591,43341,45164,425844,517841,0,1184725,1503263,58000,2049.8333591,337524,62,35.09,40.72,100.01,NA
2025-2026,May,05,BIHAR,0519,DARBHANGA,2510164,524.088692367804,12,158,0.0189,1362,42,35218,310959,53373,67847,1746,931,0,1629.7198569,24319,25131,298256,337655,0,896935,993107,36580,1629.7009569,197920,67,29.24,41.17,100,NA
2025-2026,May,05,BIHAR,0523,PURNIA,1625467,359.987448215386,14,14,0,1595,12,33007,379746,27668,41631,3576,8412,0,1367.0379351,25881,28642,241004,321887,0,647584,882819,34602,1367.0379351,243178,84,35.04,48.1,100,NA
2025-2026,May,05,BIHAR,0525,KHAGARIA,552724,301.313145818569,11,2,1.19904,496,0,14494,101592,13991,19572,695,405,0,307.3090911,8920,9045,92659,102934,0,363143,437090,14990,306.1100511,65668,79,15.83,18.78,100,NA
2025-2026,May,05,BIHAR,0542,KISHANGANJ,1754496,264.200742478093,15,33,0.1424,640,0,22461,347485,19694,20854,5167,7020,0,918.20035,22749,24758,191539,229009,0,367290,469950,23101,918.05795,239929,71,7.57,31.51,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,277.996467809692,13,9,1.10331,1263,3,21052,149253,14965,35136,2935,11041,0,416.0213781,10688,11410,155842,204817,0,512274,651305,22315,414.9180681,91710,70,32.26,35.53,100,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,267.930201138215,12,12,0,442,6,9787,312770,51200,23023,2278,2592,0,838.005290099995,24113,25918,110218,130830,0,233085,279908,10229,838.005290099995,167774,65,45,66.23,100,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,394.448874655202,14,5,3.74856,821,7,15292,80482,11442,39600,1687,5175,0,321.2089033,5572,6085,137747,150217,0,330333,357992,16113,317.4603433,42695,66,21.39,24.33,100,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,270.551375287231,14,79,0,1011,16,19261,742434,151978,64477,10045,4783,0,2008.6653976,50561,54140,194225,241628,0,460625,580782,20272,2008.6653976,331002,41,57.37,78.38,100.09,NA
2025-2026,May,05,BIHAR,0509,SARAN,2008809,278.840492916439,16,54,0,1623,12,43057,1215561,132345,38537,16416,4481,0,3389.4762841,72763,72964,277731,281667,0,701430,729749,44680,3389.4762841,754521,78,30.28,63.29,100.02,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,335.471489780053,15,53,0,1535,12,33903,593007,54107,34528,33018,27960,0,1989.3694174,38673,42919,268440,345612,0,802127,1008014,35438,1989.3694174,323129,50,43.46,53.54,100.33,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,296.186381605728,15,68,0,4038,17,59988,1166885,160414,93864,16860,9142,0,3456.154459,77401,81096,431238,524938,0,1189265,1509638,64026,3456.154459,715888,65,40.51,46.16,100.03,NA
2025-2026,May,05,BIHAR,0521,SAHARSA,4491651,277.393868467408,14,54,3.76252,573,2,26057,961678,117053,50161,1448,976,0,2671.3983264,66629,73644,276234,343523,0,514107,641180,26630,2667.6358064,551202,85,25.11,83.42,100,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,259.694834970787,16,22,0,1092,11,26879,390749,58324,50111,3595,2483,0,1014.7549707,24160,26936,172492,231893,0,490034,679822,27971,1014.7549707,220896,84,33.39,47.5,100,NA
2025-2026,May,05,BIHAR,0544,SUPAUL,1273007,285.651517517732,18,25,1.39547,903,10,24080,559005,86796,64322,2310,1639,0,1598.2017355,30494,37121,171574,255700,0,531377,789253,24983,1596.8062655,341040,79,13.17,32.22,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,253.589755613505,15,18,1.10331,1532,3,21324,320967,41864,35329,6738,11058,0,815.0427409,21302,22988,156920,206196,0,514286,653700,22856,813.9394309,189571,70,46.09,55.16,100.02,NA
2025-2026,May,05,BIHAR,0550,JAMUI,3037736,239.211164462286,14,29,0,1362,3,21409,415007,84895,71961,10207,17079,0,992.7430773,28975,32656,239704,319663,0,454150,619798,22771,992.7430773,229469,65,35.44,70.44,100,NA
2025-2026,May,05,BIHAR,0504,ROHTAS,1978399,284.744058765141,13,75,0,929,16,19151,596408,121940,64269,6530,4740,0,1698.236346,43698,46612,193588,240800,0,459023,578608,20080,1698.236346,267297,41,61.3,78.62,100.01,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,328.188923841129,12,126,0,1266,10,52388,1428330,352729,162467,11904,3963,0,4687.6208559,116274,120064,435750,485527,0,1066978,1356443,53654,4687.6208559,801119,36,58.22,87.7,100.02,NA
2025-2026,May,05,BIHAR,0510,SIWAN,1494891,258.604558248976,16,54,0,1176,11,27025,499365,69396,34733,33446,12666,0.00325,1291.3839023,30780,31306,167247,182668,0,458920,537245,28201,1291.3806523,322097,82,39.33,50.34,100.02,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,365.792650719479,14,45,0,1386,13,33625,457970,38361,34433,27461,27886,0,1675.2206025,31445,34939,267673,344649,0,799868,1005224,35011,1675.2206025,250579,49,46.37,53.38,100.09,NA
2025-2026,May,05,BIHAR,0518,SAMASTIPUR,3038760,303.65342953041,13,78,0,4138,39,62954,707298,116251,105304,2167,1856,0,2147.734634,50589,52341,390397,443661,0,1021428,1160010,67092,2147.734634,458435,62,20.96,24.26,100.02,NA
2025-2026,May,05,BIHAR,0519,DARBHANGA,2510164,377.894203006781,14,220,0.0189,1580,29,36054,570444,104908,68349,2585,941,0,2155.6937074,40553,42082,300430,340006,0,900580,996935,37634,2155.6748074,363483,67,25.1,35.84,100,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,234.378724518752,13,216,0,665,5,13868,729458,76848,18055,20946,4017,0,1709.6943563,52341,55635,129949,152450,0,242567,284666,14533,1709.6943563,375317,54,59.46,74.1,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,272.096906509186,14,17,1.10331,1454,3,21202,236558,27631,35245,5531,11047,0,644.7703101,16809,18022,156407,205540,0,513243,652461,22656,643.6670001,140446,70,42.51,50.18,100,NA
2025-2026,May,05,BIHAR,0502,NALANDA,3495268,255.562353347116,15,68,0,2187,4,27700,689758,156756,88359,2084,813,0,1762.7617772,45648,49293,263467,321863,0,581491,795643,29887,1762.7617772,380326,38,35.54,66.05,100,NA
2025-2026,May,05,BIHAR,0508,NAWADA,2638512,270.766389767287,14,202,0,896,6,25130,817144,229149,92135,5003,2827,0,2212.551308,57727,58716,293355,307774,0,654531,682986,26026,2212.551308,465926,53,36.8,59.2,100.02,NA
2025-2026,May,05,BIHAR,0511,GOPALGANJ,1285466,302.676991059079,14,30,0,876,6,18604,353543,39780,20639,14349,6090,0,1070.0933145,24624,25795,118172,141208,0,337057,395392,19480,1070.0933145,203544,44,40.73,58.41,100,NA
2025-2026,May,05,BIHAR,0516,VAISHALI,2052384,272.357332686228,15,24,0,3322,26,42644,360580,49979,58898,3133,1715,0,982.0660702,23695,24315,254055,265927,0,802492,830592,45966,982.0660702,220113,84,55.37,50.91,100.01,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,274.154880484188,14,19,0,772,13,26283,290631,43570,50032,2166,2478,0,796.7790707,19391,21561,171859,231040,0,488529,677626,27055,796.7790707,166222,83,34.05,46.3,100,NA
2025-2026,May,05,BIHAR,0523,PURNIA,1625467,304.801943237032,15,19,0,1763,11,35712,593556,44461,41811,8002,8465,0,1809.1702222,38713,42934,243622,325815,0,649102,885441,37475,1809.1702222,378780,85,32.55,43.5,100.01,NA
2025-2026,May,05,BIHAR,0524,KATIHAR,2558492,294.848519917092,15,50,0,970,9,36580,728520,94653,50541,38037,18971,0,2148.0304373,48515,55045,301450,387894,0,679678,911547,37550,2148.0304373,446722,77,54.92,62.82,100,NA
2025-2026,May,05,BIHAR,0541,ARARIA,1679103,283.02571222457,16,52,0,2840,7,31089,553091,44322,47379,4038,4613,0,1565.389742,33531,38673,258919,347457,0,720613,991093,33929,1565.389742,348433,70,18.78,23.55,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,273.260068536431,13,17,1.10331,1379,3,21229,226303,25886,35225,5443,11046,0,619.4990429,16330,17489,156345,205461,0,513061,652238,22608,618.3957329,134480,70,42.16,49.72,100,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,247.191064343149,14,15,0,469,5,10605,413626,69235,23236,3948,2597,0,1022.44651179999,28341,30452,111071,131955,0,233746,280682,11074,1022.44651179999,220876,67,45.26,66.39,100,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,344.106822851317,15,51,0,1498,12,33809,561088,51181,34515,31943,27960,0,1930.7420902,37223,41286,268272,345401,0,801456,1007161,35307,1930.7420902,306202,50,44.2,54.43,100.34,NA
2025-2026,May,05,BIHAR,0516,VAISHALI,2052384,268.662453481447,15,26,0,3474,22,43166,500338,65368,58985,3638,1719,0,1344.2203465,31812,32495,254971,266882,0,805693,833884,46640,1344.2203465,303047,85,60.04,55.88,100.12,NA
2025-2026,May,05,BIHAR,0520,MADHUBANI,1861087,276.722715958236,15,68,0.1166,1575,14,48780,609516,74977,58899,1627,1021,0,1686.7858294,38435,41361,264018,328208,0,1050980,1418747,50355,1686.6692294,411592,84,22.32,38.72,100.38,NA
2025-2026,May,05,BIHAR,0523,PURNIA,1625467,299.744927145215,15,23,0,1927,11,36864,716082,57748,41962,9149,8479,0,2146.4194692,45064,50025,245030,327904,0,650438,887661,38791,2146.4194692,454101,86,34.22,44.28,100.01,NA
2025-2026,May,05,BIHAR,0527,BHAGALPUR,1485129,354.953921978257,14,47,0,833,5,28481,662482,102982,35387,34097,8751,0,2351.5058414,46572,51459,181949,226855,0,520292,728081,29314,2351.5058414,364044,78,53.56,64.21,100.01,NA
2025-2026,May,05,BIHAR,0543,SHEOHAR,437932,282.499905177635,17,1,0.06195,319,0,10750,143637,21408,13687,89,79,0,405.8363388,8203,9717,64370,90830,0,159645,212871,11069,405.7743888,79974,69,34.94,46.14,100.03,NA
2025-2026,May,05,BIHAR,0544,SUPAUL,1273007,286.699033160614,17,23,1.39547,852,10,23898,511812,78692,64296,2136,1638,0,1468.7555256,28894,35180,171306,255295,0,530686,788176,24750,1467.3600556,312790,78,13.55,32.28,100,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,260.266049113546,14,18,1.10331,1503,3,21309,296293,37548,35294,6549,11057,0,772.2533949,20163,21756,156756,205996,0,513917,653254,22812,771.1500849,174780,70,46.33,55.01,100.01,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,279.777458807432,16,7,3.74856,1001,6,15680,293803,61665,39780,7414,5202,0,825.7431273,18169,19100,138442,151033,0,331818,359650,16681,821.9945673,153467,66,58.79,62.1,100,NA
2025-2026,May,05,BIHAR,0503,BHOJPUR,1256974,323.34102319338,13,24,0.42124,1626,2,28637,374719,58294,41137,2659,2229,0,1212.0414887,27093,28302,170673,193847,0,615979,856165,30263,1211.6202487,179839,77,43.76,66.66,100,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,347.93762183942,11,97,0,1209,10,52255,1170434,281902,161903,9981,3942,0,4072.3802248,97634,100787,434068,483572,0,1066570,1355943,53464,4072.3802248,655972,36,57.78,86.09,100.01,NA
2025-2026,May,05,BIHAR,0512,PASHCHIM CHAMPARAN,1923079,404.291396882165,13,37,0,1350,13,33529,382509,33667,34416,21953,27864,0,1546.4509793,27401,30366,267374,344256,0,798910,1004101,34879,1546.4509793,209063,49,47.07,53.04,100.1,NA
2025-2026,May,05,BIHAR,0516,VAISHALI,2052384,311.359186313141,14,24,0,3253,27,42421,286523,40719,58864,2557,1715,0,892.1156814,19409,19973,253670,265492,0,801709,829860,45674,892.1156814,176885,84,51.77,47.62,100,NA
2025-2026,May,05,BIHAR,0518,SAMASTIPUR,3038760,312.321639493569,13,74,0,4097,39,62265,622552,101304,105212,2042,1854,0,1944.3646131,45508,47138,389601,442780,0,1020518,1158909,66362,1944.3646131,404632,62,19.82,23.58,100.02,NA
2025-2026,May,05,BIHAR,0543,SHEOHAR,437932,254.322654203919,17,0,0.06195,297,0,10618,110730,16490,13633,45,79,0,281.673425,6392,7619,64131,90538,0,159129,212264,10915,281.611475,61525,69,34.21,46.22,100.01,NA
2025-2026,May,05,BIHAR,0501,PATNA,1901053,380.36257010983,12,36,0,1607,17,27060,262588,30954,41322,987,1113,0,998.786465599999,20509,21163,202969,225311,0,723562,796731,28667,998.786465599999,142016,53,39.97,57.37,100.31,NA
2025-2026,May,05,BIHAR,0502,NALANDA,3495268,288.06676482519,14,51,0,2104,5,27127,485643,107821,88043,1635,811,0,1398.9760787,32677,35281,262524,320600,0,581104,795069,29231,1398.9760787,269682,37,33.99,63.59,100,NA
2025-2026,May,05,BIHAR,0506,JEHANABAD,1917250,252.248768160694,17,58,0.02065,609,6,8685,357847,113527,41409,2097,1016,0,902.685299399999,20417,24014,98280,131821,0,226546,304168,9294,902.664649399999,190007,48,32.19,83.39,100,NA
2025-2026,May,05,BIHAR,0507,GAYA,3751594,379.555891444354,11,76,0,1197,10,51789,962382,227164,161569,8155,3932,0,3652.7775792,81044,83532,432819,482156,0,1066424,1356078,52986,3652.7775792,537762,35,56.53,84.68,100,NA
2025-2026,May,05,BIHAR,0513,PURBI CHAMPARAN,3220380,339.738262951556,13,51,0,3192,23,56275,654265,86117,93300,7175,9080,0,2222.7885461,50131,52247,426961,519342,0,1185408,1504192,59467,2222.7885461,407274,62,36.19,41.71,100.02,NA
2025-2026,May,05,BIHAR,0517,BEGUSARAI,1079494,370.071992951329,12,7,1.85073,1363,40,33848,273243,18299,27737,237,312,0,1013.0465457,21103,21991,157714,197379,0,591608,746909,35211,1011.1958157,184410,78,21.48,24.53,100.1,NA
2025-2026,May,05,BIHAR,0518,SAMASTIPUR,3038760,325.023040678613,13,71,0,3975,40,61354,508449,77638,105083,1755,1851,0,1652.5764001,38514,39858,388349,441352,0,1019875,1158162,65329,1652.5764001,334337,61,17.71,22.03,100.01,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,268.699224073365,12,13,0,460,6,10250,332467,53109,23074,2433,2592,0,893.336249299995,25649,27569,110525,131231,0,233305,280158,10710,893.336249299995,178443,66,43.5,66.79,100,NA
2025-2026,May,05,BIHAR,0547,Sheikhpura ,527627,297.244434927543,11,23,0,211,5,6355,64797,7198,13789,570,286,0,192.6054765,5557,5726,57815,64543,0,139792,152343,6566,192.6054765,37540,49,18.07,42.79,100.01,NA
2025-2026,May,05,BIHAR,0551,ARWAL,681179,406.489258179009,13,19,0,488,1,7379,121714,12348,14225,813,580,0,494.754335699999,8714,9374,80610,93328,0,184685,211704,7867,494.754335699999,64702,56,45.53,52.62,100,NA
2025-2026,May,05,BIHAR,0511,GOPALGANJ,1285466,296.920357503305,14,32,0,904,6,18626,377507,42306,20656,15811,6102,0,1120.895134,25696,26936,118277,141360,0,337717,396255,19530,1120.895134,217365,44,41,57.8,100,NA
2025-2026,May,05,BIHAR,0520,MADHUBANI,1861087,273.218115842242,15,68,0.1166,1554,15,48521,579495,68824,58863,1611,1020,0,1583.4019204,36914,39745,263690,327741,0,1049494,1417014,50075,1583.2853204,393012,83,21.84,38.21,100.37,NA
2025-2026,May,05,BIHAR,0522,MADHEPURA,1310751,269.669950111475,15,20,0,1070,11,26592,335949,48548,50076,2670,2483,0,905.9535007,21654,24159,172175,231487,0,489162,678561,27662,905.9535007,189963,84,32.47,45.76,100,NA
2025-2026,May,05,BIHAR,0526,MUNGER,1888710,241.457224024036,14,225,0,688,5,13864,779153,82919,18097,23737,4018,0,1881.3212047,55284,58860,130150,152689,0,242684,284798,14552,1881.3212047,401696,54,58.99,73.24,100,NA
2025-2026,May,05,BIHAR,0543,SHEOHAR,437932,284.692242232967,17,1,0.06195,314,0,10699,138148,20984,13688,89,79,0.25532,393.6139088,7885,9323,64337,90780,0,159494,212699,11013,393.2966388,76819,69,35.78,47.05,100.01,NA
2025-2026,May,05,BIHAR,0545,BANKA ,1565146,266.706774693506,14,18,1.10331,1486,3,21274,265829,32758,35295,6156,11049,0,710.0872621,18733,20125,156714,205948,0,513525,652804,22760,708.9839521,157292,70,44.48,52.76,100.01,NA
2025-2026,May,05,BIHAR,0546,LAKHISARAI,1309738,234.241719663825,15,16,0,482,5,11033,532104,84557,23389,4770,2606,0,1246.40956,34755,37264,111834,132854,0,234069,281099,11515,1246.40956,281345,67,43.85,69.25,100,NA
2025-2026,May,05,BIHAR,0548,BUXAR ,1521496,270.946446969269,16,7,3.74856,998,6,15644,265365,54940,39744,6596,5197,0,722.745599,16520,17378,138362,150935,0,331612,359419,16642,718.997039,139232,66,58.28,60.79,100.01,NA
